Season,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
2019,"Victor Alcántara","DET",42.2,0.35519126,0.69781931,0.51528384,0.63076923,0.90178571,0.80225989,0.46724891,27.5755102,"Victor Alcantara",15028,622505
2016,"Tyler Clippard","- - -",63,0.26829268,0.70576923,0.48433048,0.58741259,0.79836512,0.73921569,0.49382716,27.56770833,"Tyler Clippard",5640,461325
2015,"Esmil Rogers","NYY",33,0.27106227,0.67540984,0.48442907,0.64864865,0.83009709,0.78214286,0.52768166,27.55949367,"Esmil Rogers",6317,469134
2021,"Jake McGee","SFG",59.2,0.28528529,0.75045872,0.57403189,0.61052632,0.86797066,0.81944444,0.62072893,27.55934959,"Jake McGee",7550,459429
2019,"Matt Barnes","BOS",64.1,0.33464052,0.59266055,0.44198473,0.453125,0.82972136,0.66321244,0.41603053,27.546476,"Matt Barnes",12863,598264
2018,"Alex Colomé","- - -",68,0.3045045,0.71509434,0.50506912,0.43786982,0.85751979,0.72810219,0.48847926,27.54419192,"Alex Colome",6661,517008
2021,"Alex Vesia","LAD",40,0.25239617,0.6871345,0.47938931,0.50632911,0.68085106,0.63694268,0.5221374,27.54361055,"Alex Vesia",25007,681911
2022,"Dany Jiménez","OAK",34.1,0.27946128,0.58677686,0.4174397,0.36144578,0.84507042,0.66666667,0.44897959,27.53141361,"Dany Jimenez",21170,666204
2022,"Víctor Arano","WSN",42,0.36260623,0.64615385,0.49852507,0.515625,0.84285714,0.71893491,0.47935103,27.51859504,"Victor Arano",15915,644364
2016,"Silvino Bracho","ARI",24.2,0.26699029,0.69047619,0.5,0.76363636,0.81034483,0.79912664,0.55021834,27.51651652,"Silvino Bracho",15051,611093
2016,"Jeurys Familia","NYM",77.2,0.37191358,0.63559322,0.49757674,0.40248963,0.88266667,0.69480519,0.47657512,27.50832408,"Jeurys Familia",5114,544727
2018,"Blake Parker","LAA",66.1,0.25614035,0.65689655,0.45826087,0.54109589,0.85826772,0.77039848,0.50434783,27.49764151,"Blake Parker",5224,453284
2020,"Matt Barnes","BOS",23,0.31048387,0.57487923,0.43076923,0.57142857,0.84033613,0.73469388,0.45494505,27.49132948,"Matt Barnes",12863,598264
2021,"Craig Stammen","SDP",88.1,0.2969697,0.63580247,0.4648318,0.51020408,0.89805825,0.77302632,0.49541284,27.49028078,"Craig Stammen",7274,489334
2017,"Junichi Tazawa","MIA",55.1,0.27868852,0.70613108,0.48907388,0.63235294,0.89221557,0.81702128,0.49219563,27.48876404,"Junichi Tazawa",4079,547749
2017,"Hunter Strickland","SFG",61.1,0.25321888,0.66085271,0.46741344,0.59322034,0.82111437,0.76252723,0.52545825,27.47316384,"Hunter Strickland",7836,519326
2019,"Yu Darvish","CHC",178.2,0.31127273,0.6293279,0.47577247,0.48831776,0.82200647,0.71660517,0.51720506,27.46644133,"Yu Darvish",13074,506433
2019,"Matt Andriese","ARI",70.2,0.28719723,0.63897764,0.47009967,0.6686747,0.835,0.78621908,0.51993355,27.45549133,"Matt Andriese",12022,542882
2015,"Chris Martin","NYY",20.2,0.27368421,0.59090909,0.43556701,0.71153846,0.94017094,0.86982249,0.51030928,27.44839858,"Chris Martin",11847,455119
2021,"Ryan Pressly","HOU",64,0.33258929,0.64173228,0.49686192,0.40268456,0.84969325,0.70947368,0.53138075,27.43534483,"Ryan Pressly",7005,519151
2019,"Aroldis Chapman","NYY",57,0.30252101,0.62768031,0.47118301,0.52083333,0.78881988,0.70600858,0.51870576,27.43273232,"Aroldis Chapman",10233,547973
2016,"Brad Hand","SDP",89.1,0.29819695,0.59776536,0.44745999,0.52093023,0.83411215,0.72939347,0.49826026,27.43209877,"Brad Hand",9111,543272
2019,"David Price","BOS",107.1,0.26410835,0.66769231,0.47555078,0.57692308,0.83102919,0.76384181,0.52391188,27.42116788,"David Price",3184,456034
2019,"Craig Kimbrel","CHC",20.2,0.29223744,0.71518987,0.46949602,0.46875,0.79646018,0.6779661,0.41909814,27.4204947,"Craig Kimbrel",6655,518886
2019,"Daniel Hudson","- - -",73,0.28109029,0.69206349,0.4938373,0.63030303,0.86238532,0.79866889,0.51766639,27.41528239,"Daniel Hudson",7146,543339
2015,"Jonathan Broxton","- - -",60.1,0.31210191,0.69781312,0.51129363,0.59863946,0.84330484,0.77108434,0.5164271,27.40981241,"Jonathan Broxton",4759,455009
2014,"Alex Colomé","TBR",23.2,0.23737374,0.71122995,0.46753247,0.65957447,0.87969925,0.82222222,0.48571429,27.40501792,"Alex Colome",6661,517008
2016,"Antonio Bastardo","- - -",67.2,0.28405316,0.69622332,0.49132948,0.59649123,0.76650943,0.71764706,0.50289017,27.3960047,"Antonio Bastardo",8844,455374
2021,"Jay Jackson","SFG",21.2,0.26633166,0.63020833,0.44501279,0.45283019,0.81818182,0.70689655,0.49104859,27.38926174,"Jay Jackson",7432,543351
2017,"Kenley Jansen","LAD",68.1,0.37413395,0.68383659,0.54919679,0.54320988,0.71948052,0.66727605,0.56526104,27.38826816,"Kenley Jansen",3096,445276
2019,"Ken Giles","TOR",53,0.34976526,0.6796875,0.50617284,0.38926174,0.76628352,0.62926829,0.47407407,27.38747885,"Ken Giles",12910,571704
2015,"George Kontos","SFG",73.1,0.3138833,0.72413793,0.52404318,0.58974359,0.89417989,0.80524345,0.51226693,27.38014184,"George Kontos",9486,502004
2021,"Phil Bickford","- - -",51.1,0.25757576,0.68609865,0.50386598,0.41176471,0.82026144,0.7314578,0.57474227,27.37900356,"Phil Bickford",18519,641360
2021,"JT Chargois","- - -",53.2,0.25431034,0.68105516,0.45629966,0.51694915,0.8415493,0.74626866,0.47332577,27.36447167,"JT Chargois",13767,608638
2015,"Rafael Betancourt","COL",39.1,0.30333333,0.7254902,0.53272451,0.62637363,0.83011583,0.77714286,0.543379,27.3615222,"Rafael Betancourt",177,429783
2014,"Charlie Furbush","SEA",42.1,0.32154341,0.62359551,0.48275862,0.5,0.81981982,0.72049689,0.53373313,27.3536036,"Charlie Furbush",1370,518703
2016,"Chris Capuano","MIL",24,0.26605505,0.6509434,0.45581395,0.51724138,0.86956522,0.76530612,0.49302326,27.34267913,"Chris Capuano",1701,425626
2021,"David Bednar","PIT",60.2,0.32374101,0.70599613,0.53533191,0.46666667,0.79452055,0.706,0.55353319,27.33779762,"David Bednar",19569,670280
2022,"Matt Barnes","BOS",39.2,0.28534031,0.61093248,0.43145743,0.5412844,0.85263158,0.73913043,0.44877345,27.328125,"Matt Barnes",12863,598264
2015,"Kenley Jansen","LAD",52.1,0.31208054,0.70766129,0.55919395,0.52688172,0.74928775,0.7027027,0.62468514,27.31896552,"Kenley Jansen",3096,445276
2020,"Emilio Pagán","SDP",22,0.25,0.70053476,0.47956403,0.55555556,0.82442748,0.75568182,0.50953678,27.31021898,"Emilio Pagan",14771,641941
2014,"Boone Logan","COL",25,0.33333333,0.57560976,0.44803695,0.46052632,0.77118644,0.64948454,0.47344111,27.30952381,"Boone Logan",5525,457429
2016,"Cam Bedrosian","LAA",40.1,0.2625,0.59818731,0.43317972,0.52380952,0.82828283,0.73758865,0.50844854,27.30932203,"Cam Bedrosian",13360,592135
2015,"Blaine Boyer","MIN",65,0.29219144,0.65317919,0.49672489,0.68103448,0.89675516,0.84175824,0.56659389,27.30551181,"Blaine Boyer",2237,430641
2021,"Matt Andriese","- - -",48.1,0.27228916,0.675,0.47953216,0.61061947,0.86868687,0.79756098,0.51461988,27.30371567,"Matt Andriese",12022,542882
2014,"Santiago Casilla","SFG",58.1,0.31221719,0.69586375,0.49706917,0.57971014,0.89160839,0.79009434,0.48182884,27.30016584,"Santiago Casilla",2873,433586
2015,"Darren O'Day","BAL",65.1,0.3509434,0.62900188,0.49010368,0.53763441,0.78143713,0.69423077,0.50047125,27.28534704,"Darren O'Day",3321,503285
2017,"Alex Colomé","TBR",66.2,0.26834382,0.66988417,0.47738693,0.5234375,0.84149856,0.75578947,0.52060302,27.28165007,"Alex Colome",6661,517008
2022,"Joe Kelly","CHW",37,0.30183727,0.53726708,0.40967283,0.46086957,0.83236994,0.68402778,0.45803698,27.2739726,"Joe Kelly",9761,523260
2021,"Joe Barlow","TEX",29,0.28508772,0.70044053,0.49230769,0.6,0.82389937,0.75892857,0.4989011,27.27138643,"Joe Barlow",22296,669618
2017,"Tyler Clippard","- - -",60.1,0.25663717,0.71167883,0.48068284,0.55172414,0.76410256,0.70654206,0.49236298,27.27128954,"Tyler Clippard",5640,461325
2018,"Cory Gearrin","- - -",57.1,0.27439024,0.60572687,0.43340381,0.55555556,0.83272727,0.74146341,0.47991543,27.26569343,"Cory Gearrin",7947,518715
2022,"Jake Diekman","- - -",57.2,0.24410774,0.61072664,0.42491468,0.43448276,0.79603399,0.69076305,0.49317406,27.26447219,"Jake Diekman",5003,518617
2021,"Yu Darvish","SDP",166.1,0.27029157,0.64576384,0.47362717,0.50145773,0.83057851,0.74446987,0.54154624,27.26198715,"Yu Darvish",13074,506433
2019,"Heath Hembree","BOS",39.2,0.28301887,0.69740634,0.48328691,0.61904762,0.82231405,0.76080692,0.48328691,27.26078799,"Heath Hembree",11632,592390
2022,"Brad Hand","PHI",45,0.2278481,0.56532067,0.40196078,0.7,0.86134454,0.81707317,0.51593137,27.25944171,"Brad Hand",9111,543272
2016,"Blaine Boyer","MIL",66,0.30322581,0.70209059,0.52358037,0.80851064,0.90322581,0.87867647,0.55245428,27.2527027,"Blaine Boyer",2237,430641
2018,"Sam Dyson","SFG",70.1,0.26666667,0.6743295,0.4822695,0.58870968,0.84090909,0.77521008,0.52887538,27.25143678,"Sam Dyson",11710,473879
2021,"Ben Bowden","COL",35.2,0.20123839,0.67806268,0.4495549,0.50769231,0.80252101,0.73927393,0.52077151,27.21052632,"Ben Bowden",20198,641386
2021,"Bryan Garcia","DET",39.1,0.21635884,0.71306818,0.45554036,0.63414634,0.86055777,0.8048048,0.48153215,27.20943396,"Bryan Garcia",19457,650530
2019,"Jacob Barnes","- - -",32.2,0.24533333,0.63508772,0.41363636,0.56521739,0.8839779,0.77655678,0.43181818,27.20366599,"Jacob Barnes",12323,606930
2021,"José Suarez","LAA",98.1,0.28997613,0.65538847,0.46821516,0.60082305,0.83365201,0.75979112,0.48777506,27.19275124,"Jose Suarez",19911,660761
2022,"A.J. Minter","ATL",70,0.31450094,0.69655172,0.5139514,0.49101796,0.77970297,0.69527145,0.52205221,27.19183168,"A.J. Minter",18655,621345
2016,"Leonel Campos","SDP",22,0.27227723,0.69101124,0.46842105,0.56363636,0.77235772,0.70786517,0.46842105,27.1886121,"Leonel Campos",12277,599998
2014,"Sergio Romo","SFG",58,0.34537246,0.64819277,0.49184149,0.52287582,0.81412639,0.70853081,0.48368298,27.17598684,"Sergio Romo",9817,489265
2021,"Dennis Santana","- - -",54.2,0.27142857,0.68257757,0.46094609,0.5112782,0.84965035,0.74224344,0.46094609,27.17522659,"Dennis Santana",17878,642701
2021,"Ian Kennedy","- - -",56.1,0.29899497,0.72255489,0.53503893,0.53781513,0.82596685,0.75467775,0.55728587,27.17443609,"Ian Kennedy",6986,453178
2014,"J.P. Howell","LAD",49,0.23713647,0.59292035,0.39058524,0.50943396,0.86069652,0.73941368,0.43129771,27.16970803,"J.P. Howell",8245,434442
2018,"Santiago Casilla","OAK",31.1,0.20437956,0.64444444,0.40280561,0.53571429,0.86896552,0.7761194,0.4509018,27.16905444,"Santiago Casilla",2873,433586
2016,"Jake McGee","COL",45.2,0.20670391,0.68958333,0.48329356,0.60810811,0.86706949,0.81975309,0.57279236,27.16233766,"Jake McGee",7550,459429
2021,"Danny Coulombe","MIN",34.1,0.30620155,0.72693727,0.52173913,0.49367089,0.88832487,0.77536232,0.51228733,27.15789474,"Danny Coulombe",13293,543056
2016,"Alexi Ogando","ATL",32,0.164,0.65994236,0.45226131,0.56097561,0.82969432,0.78888889,0.58123953,27.15659955,"Alexi Ogando",10261,468396
2022,"Daniel Hudson","LAD",24.1,0.25373134,0.76585366,0.51231527,0.39215686,0.77070064,0.67788462,0.50492611,27.15635179,"Daniel Hudson",7146,543339
2015,"Alex Colomé","TBR",109.2,0.26480836,0.66385542,0.46067416,0.50877193,0.86932849,0.76379974,0.49083383,27.15275459,"Alex Colome",6661,517008
2015,"Tyler Clippard","- - -",71,0.29296236,0.69417476,0.49471115,0.67039106,0.79487179,0.75822368,0.50284784,27.14884234,"Tyler Clippard",5640,461325
2016,"Mark Melancon","- - -",71.1,0.32193159,0.63498099,0.48289345,0.55625,0.87724551,0.77327935,0.514174,27.14365411,"Mark Melancon",4264,453343
2014,"Drew Storen","WSN",56.1,0.31818182,0.6713948,0.50564617,0.62184874,0.86267606,0.79156328,0.53074028,27.13761468,"Drew Storen",6983,519322
2016,"Joba Chamberlain","CLE",20,0.31088083,0.58278146,0.43023256,0.46666667,0.89772727,0.72297297,0.43895349,27.1372549,"Joba Chamberlain",2692,501955
2014,"Jean Machi","SFG",66.1,0.28976035,0.61873638,0.45424837,0.4962406,0.8415493,0.73141487,0.5,27.13125,"Jean Machi",3220,466948
2015,"Sam LeCure","CIN",20,0.25547445,0.46987952,0.37293729,0.71428571,0.91025641,0.84955752,0.54785479,27.11374408,"Sam LeCure",4664,459967
2021,"Greg Holland","KCR",55.2,0.29636711,0.65189873,0.46539619,0.52258065,0.8381877,0.73275862,0.47542628,27.11275168,"Greg Holland",7196,518813
2020,"Tyler Kinley","COL",23.2,0.2970297,0.65895954,0.464,0.4,0.78070175,0.64942529,0.46133333,27.11111111,"Tyler Kinley",18297,641755
2021,"Taylor Clarke","ARI",43.1,0.26470588,0.75263158,0.51061008,0.68686869,0.82517483,0.78961039,0.50397878,27.10727273,"Taylor Clarke",17611,664199
2020,"Ryan Brasier","BOS",25,0.31443299,0.7173913,0.53301887,0.42622951,0.8,0.69911504,0.54245283,27.10032362,"Ryan Brasier",5615,518489
2018,"Jacob Barnes","MIL",48.2,0.24941725,0.7253012,0.48341232,0.51401869,0.79069767,0.71813725,0.49170616,27.09868421,"Jacob Barnes",12323,606930
2017,"Robby Scott","BOS",35.2,0.26860841,0.65492958,0.45362563,0.61445783,0.82258065,0.75836431,0.47892074,27.09192825,"Robby Scott",13042,582494
2015,"Santiago Casilla","SFG",58,0.28784648,0.60143198,0.43581081,0.57037037,0.86507937,0.7622739,0.47184685,27.09017713,"Santiago Casilla",2873,433586
2014,"Francisco Rodríguez","MIL",68,0.26136364,0.62135922,0.43911793,0.47826087,0.84375,0.73362445,0.49376798,27.08609272,"Francisco Rodriguez",1642,408061
2017,"Santiago Casilla","OAK",59,0.25291829,0.6640159,0.45624385,0.52307692,0.83532934,0.74784483,0.49459194,27.07123656,"Santiago Casilla",2873,433586
2014,"Addison Reed","ARI",59.1,0.30136986,0.69521912,0.51170213,0.5530303,0.82234957,0.74844075,0.53404255,27.06917293,"Addison Reed",10586,592665
2015,"Craig Kimbrel","SDP",59.1,0.2584493,0.66267465,0.46015936,0.38461538,0.76204819,0.65584416,0.49900398,27.05333333,"Craig Kimbrel",6655,518886
2021,"Rex Brothers","CHC",53,0.23809524,0.66519824,0.432,0.34615385,0.82119205,0.67824074,0.454,27.05206943,"Rex Brothers",9794,571521
2021,"Zach Pop","MIA",54.2,0.29224652,0.65127021,0.45833333,0.57142857,0.85106383,0.75524476,0.46260684,27.05192878,"Zach Pop",20185,647315
2018,"Justin Anderson","LAA",55.1,0.25767918,0.54956897,0.38666667,0.35761589,0.81176471,0.64285714,0.44190476,27.04968153,"Justin Anderson",16201,605121
2018,"Hunter Strickland","SFG",45.1,0.25628141,0.67506297,0.46540881,0.64705882,0.81343284,0.76756757,0.49937107,27.03436426,"Hunter Strickland",7836,519326
2015,"Chad Qualls","HOU",49.1,0.32463768,0.66927083,0.50617284,0.51785714,0.87548638,0.76693767,0.52674897,27.02890173,"Chad Qualls",2170,430589
2019,"Blake Parker","- - -",61.1,0.25740741,0.63958333,0.4372549,0.52517986,0.84364821,0.74439462,0.47058824,27.02546917,"Blake Parker",5224,453284
2016,"Andrew Chafin","ARI",22.2,0.31111111,0.69047619,0.49425287,0.42857143,0.82758621,0.69767442,0.48275862,27.0251046,"Andrew Chafin",12988,605177
2018,"Aroldis Chapman","NYY",51.1,0.30753138,0.60090703,0.44831338,0.51020408,0.71320755,0.6407767,0.47986942,27.01620029,"Aroldis Chapman",10233,547973
2017,"Shane Greene","DET",67.2,0.19700214,0.58852459,0.4187558,0.56521739,0.85236769,0.79379157,0.56638812,27.01156812,"Shane Greene",10756,572888
2015,"LaTroy Hawkins","- - -",38.2,0.27433628,0.6941896,0.52260398,0.72580645,0.87665198,0.84429066,0.59132007,27.01078167,"LaTroy Hawkins",729,115629
2017,"Josh Fields","LAD",57,0.30456853,0.77665996,0.56790123,0.59166667,0.8134715,0.76086957,0.55780022,27.00902256,"Josh Fields",5070,451661
2021,"Tyler Matzek","ATL",63,0.27189781,0.70849421,0.48405253,0.55033557,0.80108992,0.72868217,0.48592871,27.00628141,"Tyler Matzek",10058,554431
2021,"Diego Castillo","- - -",58.1,0.31397849,0.64543524,0.48076923,0.36986301,0.83881579,0.68666667,0.50320513,26.99421129,"Diego Castillo",17496,650895
2015,"Kevin Jepsen","- - -",69.2,0.28571429,0.65008881,0.46286701,0.60588235,0.85245902,0.77425373,0.48618307,26.99294947,"Kevin Jepsen",6475,448178
2014,"Roman Mendez","TEX",33,0.22592593,0.71119134,0.47166362,0.72131148,0.83248731,0.80620155,0.50639854,26.98765432,"Roman Mendez",10307,542669
2021,"Dominic Leone","SFG",53.2,0.28813559,0.69920844,0.47121034,0.45588235,0.85283019,0.71820449,0.4453584,26.97913323,"Dominic Leone",13763,608678
2021,"Ryan Tepera","- - -",61.1,0.31311155,0.68480726,0.48529412,0.39375,0.80794702,0.66450216,0.46323529,26.97258297,"Ryan Tepera",10291,572193
2016,"Jerry Blevins","NYM",42,0.25787966,0.58152174,0.42398884,0.55555556,0.81308411,0.73684211,0.51324965,26.97191011,"Jerry Blevins",7841,460283
2018,"Greg Holland","- - -",46.1,0.29504505,0.64227642,0.45264453,0.45038168,0.84810127,0.70652174,0.45387454,26.95833333,"Greg Holland",7196,518813
2022,"Craig Stammen","SDP",40.2,0.26944444,0.64222874,0.45078459,0.51546392,0.85844749,0.75316456,0.48644793,26.94921875,"Craig Stammen",7274,489334
2016,"Craig Kimbrel","BOS",53,0.28930818,0.60393873,0.44325482,0.44927536,0.77173913,0.66425121,0.48929336,26.94610778,"Craig Kimbrel",6655,518886
2016,"Mauricio Cabrera","ATL",38.1,0.28476821,0.64497041,0.475,0.47674419,0.86238532,0.75328947,0.528125,26.94273128,"Mauricio Cabrera",12975,606291
2020,"Shun Yamaguchi","TOR",25.2,0.27443609,0.72765957,0.48702595,0.53424658,0.8128655,0.7295082,0.46906188,26.92572944,"Shun Yamaguchi",27460,685493
2019,"Junior Guerra","MIL",83.2,0.24128312,0.71698113,0.46489283,0.59537572,0.82894737,0.76470588,0.47006652,26.91658391,"Junior Guerra",5702,448855
2021,"Blake Treinen","LAD",72.1,0.30147059,0.66243194,0.48310502,0.48170732,0.84383562,0.731569,0.50319635,26.91359593,"Blake Treinen",12572,595014
2015,"Jeurys Familia","NYM",78,0.36439268,0.65140845,0.50384944,0.43378995,0.82972973,0.68251273,0.48588537,26.90886999,"Jeurys Familia",5114,544727
2022,"Reynaldo López","CHW",65.1,0.32595573,0.67342799,0.4989899,0.5617284,0.80120482,0.72267206,0.4979798,26.90416667,"Reynaldo Lopez",16400,625643
2022,"Jeurys Familia","- - -",44.1,0.2737819,0.5984456,0.42717258,0.53389831,0.85281385,0.74498567,0.47246022,26.90284757,"Jeurys Familia",5114,544727
2014,"Blake Parker","CHC",21,0.27777778,0.64974619,0.48189415,0.53333333,0.84375,0.76300578,0.54874652,26.90234375,"Blake Parker",5224,453284
2015,"Tommy Kahnle","COL",33.1,0.23584906,0.61075949,0.42271293,0.45333333,0.77202073,0.68283582,0.49842271,26.89737991,"Tommy Kahnle",11384,592454
2019,"Ryan Brasier","BOS",55.2,0.35452794,0.72331155,0.52760736,0.50543478,0.8253012,0.71124031,0.46932515,26.89586305,"Ryan Brasier",5615,518489
2019,"Chris Martin","- - -",55.2,0.34042553,0.70020534,0.54345307,0.6015625,0.83870968,0.77398721,0.56431054,26.89563863,"Chris Martin",11847,455119
2016,"Tony Barnette","TEX",60.1,0.29621849,0.7081448,0.49455338,0.57446809,0.85623003,0.76872247,0.48148148,26.89538462,"Tony Barnette",3555,501817
2022,"Dennis Santana","TEX",58.2,0.31464738,0.60273973,0.4419778,0.53448276,0.87878788,0.74200913,0.4419778,26.89393939,"Dennis Santana",17878,642701
2018,"Kirby Yates","SDP",63,0.37937385,0.71612903,0.53472222,0.53398058,0.77177177,0.68089054,0.46130952,26.89347537,"Kirby Yates",9073,489446
2019,"Blake Treinen","OAK",58.2,0.33458647,0.67094017,0.492,0.56741573,0.85350318,0.75,0.468,26.87620358,"Blake Treinen",12572,595014
2018,"Carson Fulmer","CHW",32.1,0.18658892,0.63375796,0.40030441,0.59375,0.90452261,0.82889734,0.47792998,26.87474333,"Carson Fulmer",18311,608334
2018,"Emilio Pagán","OAK",62,0.26391753,0.7522604,0.52408478,0.640625,0.75480769,0.72794118,0.5327553,26.86939314,"Emilio Pagan",14771,641941
2017,"Kirby Yates","- - -",56.2,0.32378855,0.68650794,0.51461378,0.4829932,0.73988439,0.663286,0.52609603,26.86134454,"Kirby Yates",9073,489446
2018,"Darren O'Day","BAL",20,0.31724138,0.66666667,0.51076923,0.60869565,0.81666667,0.75903614,0.55384615,26.85294118,"Darren O'Day",3321,503285
2022,"José Quijada","LAA",40.2,0.33888889,0.69486405,0.50940666,0.55737705,0.78695652,0.70738636,0.47901592,26.83757339,"Jose Quijada",19200,650671
2016,"Chris Withrow","ATL",37.2,0.25974026,0.68249258,0.48062016,0.6875,0.79130435,0.76451613,0.52248062,26.8375,"Chris Withrow",7161,519437
2015,"Cesár Ramos","LAA",52.1,0.28813559,0.65159574,0.46134347,0.58823529,0.91428571,0.80769231,0.4765526,26.83487941,"Cesar Ramos",3357,459987
2021,"Chasen Shreve","PIT",56.1,0.30620155,0.68571429,0.47649573,0.57594937,0.87152778,0.76681614,0.44871795,26.83236152,"Chasen Shreve",10855,592741
2021,"Junior Guerra","LAA",65.1,0.25037481,0.64874552,0.43183673,0.53293413,0.84254144,0.74480151,0.4555102,26.82777778,"Junior Guerra",5702,448855
2018,"Tony Sipp","HOU",38.2,0.23151125,0.68253968,0.45846645,0.43055556,0.79069767,0.70034843,0.50319489,26.81837607,"Tony Sipp",8280,448609
2021,"Jonathan Loáisiga","NYY",70.2,0.34757282,0.69001751,0.52762431,0.57541899,0.80964467,0.73647469,0.52578269,26.81542351,"Jonathan Loaisiga",19753,642528
2014,"LaTroy Hawkins","COL",54.1,0.30662983,0.69584245,0.52380952,0.72972973,0.93081761,0.87878788,0.55799756,26.81285444,"LaTroy Hawkins",729,115629
